"company_name","company_display_name","industry","total_reviews","company_overall_rating","company_work_life_balance","company_salary_benefits","company_job_security","company_company_culture","company_skill_development","company_work_satisfaction","company_promotions_appraisal","review_title","overall_rating","review_date","designation","employment_type","employee_status","work_location","likes","dislikes","additional_comments","sub_work_life_balance","sub_salary_benefits","sub_job_security","sub_company_culture","sub_skill_development","sub_work_satisfaction","sub_promotions_appraisal","source_page","source_url"
"OCM","","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","Sales Support & Operations","5.0","03/01/2024","Data Entry Executive","Permanent","Current Employee","Amritsar","","","","","","","","","","","1","https://www.ambitionbox.com/reviews/ocm-reviews"
"OCM","","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","Accounts","4.0","12/01/2023","Executive Accountant","Permanent","Current Employee","Amritsar","Good experience","Increment is low.","Monday to Saturday ( Strict Timings ) , This job involves Travel Within Country .","4.0","3.0","5.0","4.0","3.0","3.0","3.0","1","https://www.ambitionbox.com/reviews/ocm-reviews"
"OCM","","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","Accounting & Taxation","5.0","09/04/2024","Management Trainee","Permanent","Current Employee","Amritsar","Everything is good","Nothing to explain","Rotational Shift ( Strict Timings ) , This is a desk job.","4.0","4.0","4.0","4.0","4.0","4.0","4.0","1","https://www.ambitionbox.com/reviews/ocm-reviews"
"OCM","","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","HR Operations","4.0","21/04/2025","Plant Head HR IR and Administration","Permanent","Current Employee","Amritsar","","","Monday to Saturday ( Strict Timings ) , This job involves Travel Within City .","5.0","5.0","5.0","5.0","3.0","3.0","5.0","1","https://www.ambitionbox.com/reviews/ocm-reviews"
"OCM","","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","HR Operations","5.0","07/09/2024","AGM HR IR AND ADMIN","Permanent","Current Employee","Amritsar","One of the most thing in this company is job security","Still I have to find the dislike about this company","Monday to Saturday ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","1","https://www.ambitionbox.com/reviews/ocm-reviews"
"OCM","","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","Accounting & Taxation","5.0","13/04/2023","Accounts & Finance Manager","Permanent","Current Employee","Chehhrata","Government job","Indisciplined 
Leader ship weak","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","5.0","5.0","2.0","3.0","2.0","3.0","1","https://www.ambitionbox.com/reviews/ocm-reviews"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","1.0","21/12/2021","Sales Officer","Siena sales Department","Current Employee","Amritsar","There is a good cafeteria","There is lot of politics. I am having 12 year working experience after that i joined as a sales officer at OCM Amritsar but senior treat you as a servent very rudely they behave when I object they told me on Saturday evening at 5.00 pm from today (after my 3 month of working) you have to go for resignation because you and other person go together for washroom. What a silly reason and my senior told me company is very professional. Very bad behavior of senior. They use full volume tiktok video but you cannot even touch your mobile in front of them.","Monday to Saturday ( Strict Timings ) ,","1.0","1.0","1.0","1.0","1.0","1.0","1.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","Sales & Marketing","4.0","09/11/2022","Sales Intern","Intern / Trainee","Current Employee","Amritsar","i got a lot of experience","","","4.0","1.0","3.0","4.0","3.0","4.0","3.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","14/03/2022","Assistant Manager","UX, Design & Architecture Department","Current Employee","Amritsar","Normal not good not bad","Growth","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","2.0","3.0","2.0","3.0","5.0","3.0","2.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","14/05/2022","Finishing Manager","Operations, Maintenance & Support Department","Current Employee","Amritsar","Work culture","Nothing to dislike","Monday to Saturday ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","3.0","02/05/2022","Senior Sales Manager","Sales Department","Current Employee","Noida","Job Security and No pressure","No skill development, No learning,,, only politics of HODs","Monday to Friday ( Strict Timings ) , This job involves Travel Within Country .","3.0","1.0","3.0","2.0","1.0","2.0","1.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","14/08/2021","Deputy Manager","Accounting & Taxation Department","Current Employee","Amritsar","Great Company, excellent work culture, Supportive Staff, Great learning opportunity","Nothing to Dislike","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","3.0","5.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","2.0","13/09/2020","Assistant Manager","Accounting & Taxation Department","Current Employee","Amritsar","Work life balance is little bit better","No decision making persons are in thw company as well as lack of clarity in any policy.  No career growth & opportunities is the biggest issue.","Monday to Saturday ( Strict Timings ) , This is a desk job.","3.0","2.0","2.0","2.0","2.0","2.0","1.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","4.0","16/09/2020","Head Corporate Sales - GRADO by OCM","Sales Department","Current Employee","Noida","Good work culture and colleagues","Limited learning opportunities","Strict Timings , This job involves Travel Within Country .","4.0","3.0","4.0","4.0","3.0","4.0","3.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","4.0","22/12/2019","Manager","Operations, Maintenance & Support Department","Current Employee","Amritsar","Every thing is ok","No any","Monday to Saturday ( Strict Timings ) ,","4.0","4.0","4.0","4.0","4.0","4.0","4.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","4.0","09/10/2020","Deputy Manager HR and Admin","HR Operations Department","Current Employee","Amritsar","Immense Learning opportunities","Company culture and poor leadership.","Strict Timings , This is a desk job.","3.0","2.0","3.0","2.0","5.0","3.0","3.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","3.0","05/05/2019","Female Staff Nurse","BARABNKI Department","Current Employee","Lucknow","TRAINING","NOT WORK IN HOSPITAL","Monday to Saturday ( Strict Timings ) ,","3.0","4.0","3.0","3.0","3.0","3.0","3.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","4.0","20/02/2019","Senior Customer Service Executive","Retail & B2C Sales Department","Current Employee","","no","no","Monday to Saturday ( Strict Timings ) , This is a desk job.","5.0","3.0","4.0","3.0","5.0","2.0","2.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","16/05/2019","Assistant Manager","Sales and marketing Department","Current Employee","New Delhi","","","","4.0","4.0","5.0","5.0","4.0","4.0","5.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","2.0","20/08/2018","Worker","Dye house Department","Current Employee","Amritsar","I think ocm is very worst industry in ocm don't promoted those whose capable","Worst culture,salary ,work environment","Monday to Saturday ( Strict Timings ) , This is a desk job.","2.0","2.0","1.0","1.0","1.0","1.0","1.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","23/03/2019","Managing Director & CEO","Enterprise & B2B Sales Department","Current Employee","New Delhi","","","","5.0","4.0","5.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","25/03/2018","Ware House Asst Manager","Back Office Department","Current Employee","Amritsar","Learning","I do not dislike","Monday to Saturday ( Flexible Timings ) , This is a desk job.","5.0","5.0","4.0","5.0","5.0","5.0","4.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","24/03/2018","Executive Accountant","Accounting & Taxation Department","Current Employee","New Delhi","Culture","Culture","Monday to Friday ( Flexible Timings ) ,","5.0","5.0","5.0","5.0","5.0","5.0","5.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","2.0","24/09/2018","National Sales Manager Retail and distribution","Sales Department","Current Employee","New Delhi","Nothing much to mention","Need not mention","Monday to Friday ( Flexible Timings ) , This job involves Travel Within Country .","4.0","3.0","1.0","2.0","3.0","2.0","1.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","5.0","23/04/2019","unit head & v","Unit Head & V P Oerations Department","Current Employee","Amritsar","Excellent Work force, opportunities to explore new domains, hone existing skills etc","Few CEOs at least one under which I worked had questionable integrity & very selfish. Lots of company’s fund was misutilused for personal gains","Monday to Saturday ( Strict Timings ) , This job involves International Travel .","4.0","3.0","2.0","3.0","5.0","5.0","3.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
"OCM","Ocm","","58","3.7","4.0","3.1","3.5","3.7","3.4","3.5","3.0","","3.0","04/09/2017","Vice President","Top Management Department","Current Employee","Amritsar","1. Work force DLs ... Best I have seen in 35 yrs
2. Great skill","1 not managed properly ... 
2 whatever I could see and assess, managed by set of people with vested interest","Monday to Saturday ( Flexible Timings ) , This job involves Travel Within Country .","3.0","2.0","4.0","2.0","2.0","4.0","4.0","2","https://www.ambitionbox.com/reviews/ocm-reviews?page=2"
